;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
427;689;40702;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170321;MF-DELEGACIA DA RECEITA FEDERAL EM PIRACICABA;Dispensa de Licitação;1703210600026201800001;01 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,67854E+13;DALIUMA COMERCIO DE PECAS AUTOMOTIVAS  LTDA;FRASCO 500,00 ML;4,4;200;0
579;943;92547;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;250110;COORDENAÇÃO GERAL DE MATERIAL E PATRIMÔNIO;Pregão;2501100500018201800002;23 Abr 2019;2019;Abr 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,94087E+13;N3 DISTRIBUICAO DE SUPRIMENTOS LTDA;FRASCO 500,00 ML;4,42;2700;0
499;811;242327;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160372;COMANDO DE ARTILHARIA DIVISIONARIA/3/RS;Pregão;1603720500006201800069;17 Set 2018;2018;Set 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,77576E+13;CARLOS ALBERTO DE PAULA COELHO;FRASCO 500,00 ML;4,42;2300;0
468;754;3393;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70008;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO NORTE;Pregão;0700080500038201800003;29 Out 2018;2018;Out 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,88634E+13;J. H. DA SILVA EQUIPAMENTOS;FRASCO 500,00 ML;4,43;1900;0
656;1075;57691;26000;MINISTERIO DA EDUCACAO;26413;INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO;158309;INST.FED.TRIANGULO MINEIRO/CAMPUS PARACATU;Pregão;1583090500004201900002;07 Nov 2019;2019;Nov 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,54079E+13;ALEXANDRE H M CHAMONE COMERCIO;FRASCO 500,00 ML;4,44;228;0
374;614;194197;39000;MINISTERIO DOS TRANSPORTES;39252;DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES;393021;SUP. REG. DO DNIT NO EST. DO RIO G. DO NORTE;Dispensa de Licitação;3930210600024201800003;26 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,15866E+12;INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA CAMPINENSE LTDA;FRASCO 500,00 ML;4,44;200;0
502;814;257355;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160450;14 REGIMENTO DE CAVALARIA MECANIZADA;Pregão;1604500500016201800003;21 Set 2018;2018;Set 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,38664E+13;HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;4,45;1500;0
702;1159;175294;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120644;GRUPAMENTO DE APOIO DE CURITIBA;Pregão;1206440500038201900054;25 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,98294E+13;LIGTH DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;4,45;728;0
384;630;271979;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160165;8. DEPOSITO DE SUPRIMENTO;Pregão;1601650500014201800069;04 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,70667E+12;MEDPLUS COMERCIO DE ARTIGOS MEDICOS LTDA;FRASCO 500,00 ML;4,47;1020;0
299;477;66332;26000;MINISTERIO DA EDUCACAO;26416;INST.FED.DE EDUC.,CIENC.E TEC.DO PARA;158308;INST.FED.PARÁ/CAMPUS CASTANHAL;Pregão;1583080500002201700001;22 Mar 2018;2018;Mar 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,1403E+13;T C MIRANDA COMERCIO VAREJISTA;FRASCO 500,00 ML;4,47;370;0
513;830;301414;99900;REPUBLICA FEDERATIVA DO BRASIL;95220;ESTADO DO ESPIRITO SANTO;926622;DEFENSORIA PUBLICA DO ESTADO DO ESP.SANTO ES;Pregão;9266220500029201800002;21 Set 2018;2018;Set 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,07244E+13;J.C.P. DA SILVA - COMERCIAL DESKART;FRASCO 500,00 ML;4,48;3400;0
460;740;331014;99900;REPUBLICA FEDERATIVA DO BRASIL;93420;ESTADO DO PARA;925872;SEC DE EST ASSIS SOCIAL, TRAB EMPREGO E RENDA;Pregão;9258720500012201800002;12 Nov 2018;2018;Nov 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,55271E+12;IRMAOS ANJOS LTDA;FRASCO 500,00 ML;4,48;1624;0
682;1119;30205;26000;MINISTERIO DA EDUCACAO;26234;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;153046;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO/ES;Pregão;1530460500036201900001;25 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,26527E+13;J C N COMERCIO E EMPREENDIMENTOS EIRELI;FRASCO 500,00 ML;4,49;500;0
426;688;40423;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170209;DELEGACIA DA REC.FEDERAL EM MANAUS/AM;Dispensa de Licitação;1702090600093201800004;03 Dez 2018;2018;Dez 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,45093E+13;MAXPEL COMERCIAL LTDA;FRASCO 500,00 ML;4,5;200;0
442;714;221421;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160095;58 BATALHAO DE INFANTARIA MOTORIZADO-MEX/GO;Pregão;1600950500005201800029;29 Nov 2018;2018;Nov 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;395734; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRO, CONCENTRACAO:73%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;7,43544E+12;CRISTAL COMERCIO E REPRESENTACOES LTDA;FRASCO 500,00 ML;4,5;250;0
630;1036;269626;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160366;13 GRUPO DE ATILHARIA DE CAMPANHA/RS;Pregão;1603660500005201900002;26 Jun 2019;2019;Jun 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;4,83518E+12;AMANDA COMERCIO DE PAPEIS E EMBALAGENS EIRELI;FRASCO 500,00 ML;4,5;1000;0
425;685;38505;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170114;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ;Pregão;1701140500011201800004;18 Dez 2018;2018;Dez 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,51084E+13;CAPRICHO'S COMERCIO E SERVICOS EIRELI;FRASCO 500,00 ML;4,5;500;0
560;896;161066;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160296;COMANDO BRIGADA INFANTARIA PARAQUEDISTA/RJ;Pregão;1602960500023201800054;31 Jan 2019;2019;Jan 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,71055E+13;MEDICENTRO COMERCIO DE MEDICAMENTOS - EIRELI;FRASCO 500,00 ML;4,5;1500;0
553;889;139066;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160100;COM.DA 3A BDA DE INFANTARIA MOTORIZADA_MEX/GO;Pregão;1601000500002201900002;20 Fev 2019;2019;Fev 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,35639E+13;KBAS COMERCIO DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;4,51;500;0
388;634;274861;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160173;MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB;Pregão;1601730500001201800088;19 Jul 2018;2018;Jul 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,54636E+13;LUIZ ANDRE ALVES DE OLIVEIRA;FRASCO 500,00 ML;4,51;660;0
389;635;279087;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160183;72 BATALHAO DE INFANTARIA MOTORIZADO;Pregão;1601830500006201800163;17 Jul 2018;2018;Jul 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;244273; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,54636E+13;LUIZ ANDRE ALVES DE OLIVEIRA;FRASCO 500,00 ML;4,52;2000;0
534;866;14705;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170312;DEL. DA REC. FED. DE ADM. TRIBUTARIA EM SP;Pregão;1703120500008201800003;11 Mar 2019;2019;Mar 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,0205E+13;MBR COMERCIO DE MATERIAIS LTDA;FRASCO 500,00 ML;4,54;600;0
532;861;2611;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70013;TRIBUNAL REGIONAL ELEITORAL DA BAHIA;Pregão;0700130500036201800008;14 Mar 2019;2019;Mar 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,56313E+13;LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI;FRASCO 500,00 ML;4,54;9000;0
500;812;252765;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160435;7 REGIMENTO DE CAVALARIA MECANIZADO/RS;Pregão;1604350500004201800004;16 Out 2018;2018;Out 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,38664E+13;HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;4,54;1800;0
533;862;3623;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70022;TRE-TRIBUNAL REGIONAL ELEITORAL/MT;Pregão;0700220500025201800041;15 Mar 2019;2019;Mar 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,35937E+13;COMERCIAL DE ALIMENTOS DIANA - EIRELI;FRASCO 500,00 ML;4,55;8000;0
373;611;192741;38721;CONSELHO REG. DE CONTABILID. DE MINAS GERAIS;38721;CONSELHO REG. DE CONTABILID. DE MINAS GERAIS;925152;CONSELHO REG. DE CONTABILID. DE MINAS GERAIS;Pregão;9251520500010201800003;21 Jun 2018;2018;Jun 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;420799; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:LIMPEZA, CONCENTRACAO:75% INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;6,53534E+13;COMERCIAL VENER LTDA;FRASCO 500,00 ML;4,57;200;0
723;1185;243956;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160383;12 REGIMENTO DE CAVALARIA MECANIZADO/RS;Pregão;1603830500002201900199;17 Set 2019;2019;Set 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,38664E+13;HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA;FRASCO 500,00 ML;4,57;2650;0
708;1165;195261;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160101;23 COMPANHIA DE ENGENHARIA DE COMBATE-MEX/GO;Pregão;1601010500006201900123;15 Out 2019;2019;Out 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,43853E+13;SQUADRA COMERCIO E SERVICOS LTDA;FRASCO 500,00 ML;4,58;400;0
516;836;33352;26000;MINISTERIO DA EDUCACAO;26248;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;153165;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;Pregão;1531650500060201900025;31 Dez 2019;2019;Dez 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,68892E+13;S D DE A FERREIRA & CIA LTDA;FRASCO 500,00 ML;4,5833;240;0
86;148;191570;99900;REPUBLICA FEDERATIVA DO BRASIL;93720;ESTADO DE TOCANTINS;925956;SECRETARIA DE FAZENDA DO TOCANTINS;Pregão;9259560500097201900006;08 Jan 2020;2020;Jan 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;441477; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, APLICACAO:ACENDEDOR, CONCENTRACAO:80deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,45334E+13;GESY SARAIVA DE GOIAS;FRASCO 500,00 ML;4,59;2500;0
443;715;222263;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160101;23 COMPANHIA DE ENGENHARIA DE COMBATE-MEX/GO;Pregão;1601010500004201700224;14 Nov 2018;2018;Nov 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,52013E+13;MONTEIRO EMPREENDIMENTOS EIRELI;FRASCO 500,00 ML;4,59;400;0
635;1041;285774;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160431;4 REGIMENTO DE CAVALARIA BLINDADO/RS;Pregão;1604310500002201900372;04 Jun 2019;2019;Jun 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,02405E+13;R.A.C. CUNHA MATERIAIS P/ CONSTRUCAO EIRELI;FRASCO 500,00 ML;4,59;2000;0
719;1180;241964;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160368;3 BATALHAO DE SUPRIMENTO/RS;Pregão;1603680500013201900112;28 Out 2019;2019;Out 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;4,59;1002;0
377;621;240019;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160049;10. DEPOSITO DE SUPRIMENTO/MEX - CE;Pregão;1600490500004201800005;03 Ago 2018;2018;Ago 2018;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;311410; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,86848E+13;JOAO PEDRO DA SILVA BEZERRA EIRELI;FRASCO 500,00 ML;4,6;5700;0
330;525;70225;26000;MINISTERIO DA EDUCACAO;26431;INST.FED.DE EDUC., CIENC.E TECNOLOGIA PIAUí;158353;INST.FED.DE ED.,CIENC.E TEC DO PIAUÍ;Dispensa de Licitação;1583530600037201800004;28 Mai 2018;2018;Mai 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,10683E+12;CR DISTRIBUIDORA DE PRODUTOS GERAIS LTDA;FRASCO 500,00 ML;4,6;500;0
603;980;5737;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70021;TRIBUNAL REGIONAL ELEITORAL DO RIO G.DO SUL;Pregão;0700210500017201900001;28 Jun 2019;2019;Jun 2019;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;4,6138;1502;0
687;1126;43021;26000;MINISTERIO DA EDUCACAO;26240;UNIVERSIDADE FEDERAL DA PARAIBA;153074;CENTRO DE CIêNCIA HUMANAS, SOCIAIS E AGRáRIAS;Pregão;1530740500010201900036;18 Out 2019;2019;Out 2019;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,76029E+13;DELTA INDUSTRIA E COM. LTDA;FRASCO 500,00 ML;4,62;2900;0
334;531;91749;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257047;DISTRITO SANIT.ESP.INDÍGENA - PERNAMBUCO;Pregão;2570470500001201800005;29 Mai 2018;2018;Mai 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;4,07649E+13;PROLIMP PRODUTOS E SERVIÇOS EIRELI;FRASCO 500,00 ML;4,63;330;0
322;508;2897;14000;JUSTICA ELEITORAL;14000;JUSTICA ELEITORAL;70009;TRE-TRIBUNAL REGIONAL ELEITORAL DA PARAIBA/PB;Pregão;0700090500001201800003;03 Abr 2018;2018;Abr 2018;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;9,03374E+12;CRISTAL COMERCIO DE PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;4,63;1000;0
