;Unnamed: 0;Unnamed: 0.1;cod_orgao_sup;nm_orgao_sup;cod_orgao;nm_orgao;cod_unidade;nm_unidade;modalidade_compra;id_item_compra;dia;ano;mes;cod_classe_material;nm_classe_material;grupo_material;grupo_servico;cod_material_serv;desc_material_serv;padrao_desc_material;cnpj_fornecedor;nm_fornecedor;unidade_fornecimento;valor_unitario;qtde_ofertada;ind_pandemia
169;261;68618;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257035;DIST. SANT. ESP. INDIGENA;Pregão;2570350500022202000001;29 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,58977E+13;BELCLIPS DISTRIBUIDORA LTDA;FRASCO 500,00 ML;6,88;1560;1
110;176;10419;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170032;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - PI;Dispensa de Licitação;1700320600016202000001;05 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,96061E+13;INOVA CONSULTORIA, EVENTOS E COMERCIO EIRELI;FRASCO 500,00 ML;6,8883;1353;1
105;170;7006;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;130056;SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.;Dispensa de Licitação;1300560600020202000005;26 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,56778E+13;MULTI SOLUCOES INTEGRADAS LTDA;FRASCO 500,00 ML;6,9996;200;1
128;203;29313;26000;MINISTERIO DA EDUCACAO;26352;FUNDACAO UNIVERSIDADE FEDERAL DO ABC;154503;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;Pregão;1545030500016202000017;05 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,20778E+13;JOSE DANTAS DINIZ FILHO;FRASCO 500,00 ML;7,04;300;1
277;433;183094;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160547;22º BATALHãO DE INFANTARIA;Dispensa de Licitação;1605470600014202000006;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;7,18947E+12;DENTAL TOCANTINS COM. DE PROD. ODONTOLOGICO LTDA;FRASCO 500,00 ML;7,05;200;1
8;16;10776;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170144;DELEGACIA DA REC.FEDERAL EM GUARULHOS/SP;Dispensa de Licitação;1701440600001202000001;05 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;2,39539E+13;CRISTIANO DE ANDRADE;FRASCO 500,00 ML;7,14;200;1
288;457;219000;99900;REPUBLICA FEDERATIVA DO BRASIL;94720;ESTADO DAS ALAGOAS;926703;AGENCIA MUNICIPAL DE REG. DE SERV. DELEGADOS;Pregão;9267030500057202000012;19 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,85968E+13;MBG COMERCIAL LTDA;FRASCO 500,00 ML;7,2;2310;1
47;85;82166;52000;MINISTERIO DEFESA;52000;MINISTERIO DEFESA;112408;HOSPITAL DAS FORCAS ARMADAS;Pregão;1124080500049201900008;23 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,66878E+13;DMI BRASILIA MATERIAL MEDICO HOSPITALAR EIRELI;FRASCO 500,00 ML;7,2;3000;1
266;409;161972;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160413;COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM;Pregão;1604130500011202000033;28 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,08072E+13;MEDPOA COMERCIO DE MATERIAL HOSPITALAR LTDA;FRASCO 500,00 ML;7,2;36957;1
269;413;163616;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160422;COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA/RS;Pregão;1604220500003202000004;04 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;8,7175E+13;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;FRASCO 500,00 ML;7,23;4500;1
237;365;132430;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160191;CENTRO PREPARACAO OFICIAIS DA RESERVA/RECIFE;Dispensa de Licitação;1601910600020202000017;05 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,56778E+13;MULTI SOLUCOES INTEGRADAS LTDA;FRASCO 500,00 ML;7,3689;298;1
160;251;65367;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510480;GERÊNCIA EXECUTIVA RIO BRANCO/AC;Dispensa de Licitação;5104800600002202000001;15 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,15698E+13;OLECRAM EQUIPAMENTOS AUTOMOTIVOS LTDA;FRASCO 500,00 ML;7,375;400;1
35;57;64266;30000;MINISTERIO DA JUSTICA;30802;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ;200115;SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MG;Dispensa de Licitação;2001150600012202000002;27 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;3,47888E+13;DECOLAR DISTRIBUIDORA E PRESTADORA DE SERVICOS EIRELI;FRASCO 500,00 ML;7,47;234;1
153;242;65227;32396;AGENCIA NACIONAL DE MINERAÇÃO;32396;AGENCIA NACIONAL DE MINERAÇÃO;323102;AGENCIA NACIONAL DE MINERAÇÃO - DF;Dispensa de Licitação;3231020600012202000002;08 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;2,36055E+13;ESSENZA INDUSTRIA QUIMICA EIRELI;FRASCO 500,00 ML;7,5;200;1
247;378;142079;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160263;11 GRUPO DE ARTILHARIA DE CAMPANHA/RJ;Dispensa de Licitação;1602630600025202000001;28 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,19572E+13;LIMP DESC COMERCIO DE MATERIAIS DE LIMPEZA E DESCARTAVEIS EM GERAL EIRELI;FRASCO 500,00 ML;7,5;500;1
68;110;138588;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160298;COMANDO DA 1 REGIAO MILITAR/RJ;Dispensa de Licitação;1602980600014202000001;18 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,19572E+13;LIMP DESC COMERCIO DE MATERIAIS DE LIMPEZA E DESCARTAVEIS EM GERAL EIRELI;FRASCO 500,00 ML;7,5;500;1
138;220;46064;26000;MINISTERIO DA EDUCACAO;26443;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES;155013;HOSPITAL UNIVERSITÁRIO ONOFRE LOPES;Dispensa de Licitação;1550130600003202000001;17 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,63254E+13;CONTRATADO : ANNE GLOBAL BEAUTY & TREND       -INDUSTRIA, COMERCIO, IMPORTA;FRASCO 500,00 ML;7,5;4500;1
291;462;225755;99900;REPUBLICA FEDERATIVA DO BRASIL;95420;ESTADO DE SAO PAULO;986411;PREFEITURA MUNICIPAL DE FERNANDOPOLIS;Pregão;9864110500012202000030;14 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;5,00668E+12;WILSON PEREIRA DA SILVA - TACOS;FRASCO 500,00 ML;7,5;520;1
187;283;76755;38662;CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS;38662;CONSELHO REG. DE ENGENHARIA E AGRONOMIA DO RS;389092;CONSELHO REG.DE ENG.ARQ.AGRON.DO R.G DO SUL;Dispensa de Licitação;3890920600004202000004;22 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;5,67189E+12;SUL MIX COSMETICOS LTDA;FRASCO 500,00 ML;7,59;300;1
264;407;160676;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160403;6 GRUPO DE ARTILHARIA DE CAMPANHA/RS;Pregão;1604030500002202000236;12 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;386905; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:65% INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,93165E+13;BERNIERI & CIA LTDA;FRASCO 500,00 ML;7,73;1500;1
106;171;7100;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;22000;MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO;130063;SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.;Dispensa de Licitação;1300630600016202000001;20 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,83139E+13;SM DA SILVA - SOLUCOES;FRASCO 500,00 ML;7,8309;355;1
163;255;65375;33000;MINISTERIO DA PREVIDENCIA SOCIAL;37202;INSTITUTO NACIONAL DO SEGURO SOCIAL;510677;GERÊNCIA REGIONAL EM RECIFE;Dispensa de Licitação;5106770600002202000001;01 Jun 2020;2020;Jun 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;7,05725E+12;BIOTECNOLOGIA PROBIOTICA INDUSTRIA E COMERCIO LTDA;FRASCO 500,00 ML;7,98;6500;1
211;320;98001;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160005;54 BATALHAO DE INFANTARIA DE SELVA/AM;Pregão;1600050500003202000094;18 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,0828E+13;N K CARVALHO DE OLIVEIRA;FRASCO 500,00 ML;8;600;1
127;202;28877;26000;MINISTERIO DA EDUCACAO;26350;FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS;154502;FUNDAÇÃO UNIV. FEDERAL DA GRANDE DOURADOS;Pregão;1545020500006202000003;29 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;1,87296E+13;POTENCIAL COMERCIO E SERVICOS - EIRELI;FRASCO 500,00 ML;8;200;1
208;317;92379;52000;MINISTERIO DEFESA;52111;COMANDO DA AERONAUTICA;120638;GRUPAMENTO DE APOIO DE CAMPO GRANDE;Pregão;1206380500012202000001;22 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;347138; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,25708E+12;YOUSSIF AMIM YOUSSIF;FRASCO 500,00 ML;8;1500;1
79;130;157723;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160445;HOSPITAL DA GUARNICAO DE FLORIANOPOLIS;Dispensa de Licitação;1604450600060202000001;27 Mar 2020;2020;Mar 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,64851E+12;PKB PRODUTOS QUIMICOS LTDA;FRASCO 500,00 ML;8;240;1
164;256;67312;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;250059;INSTITUTO NACIONAL DE CARDIOLOGIA;Dispensa de Licitação;2500590600012202000001;08 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,72562E+13;MEDBRANDS COMERCIO E DISTRIBUIDORA EIRELI;FRASCO 500,00 ML;8,25;6000;1
175;267;69701;36000;MINISTERIO DA SAUDE;36000;MINISTERIO DA SAUDE;257044;DISTRITO SANIT. ESP.INDIGENA- KAIAPO REDENçãO;Dispensa de Licitação;2570440600004202000001;17 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;3,0223E+13;MIRAZAB COMERCIO E SERVICOS TECNICOS EIRELI;FRASCO 500,00 ML;8,32;1480;1
119;188;11216;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170185;DELEGACIA DA REC.FEDERAL EM STO ANGELO/RS;Dispensa de Licitação;1701850600001202000001;04 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;5,67189E+12;SUL MIX COSMETICOS LTDA;FRASCO 500,00 ML;8,3333;600;1
245;374;139832;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160239;HOSPITAL MILITAR DE RESENDE;Pregão;1602390500008201900016;12 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,07297E+13;DCD DISTRIBUIDORA COMERCIAL DE DESCARTAVEL E SERVICOS EIRELI;FRASCO 500,00 ML;8,39;1000;1
131;208;31493;26000;MINISTERIO DA EDUCACAO;26406;INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO;158425;IFES - CAMPUS DE ALEGRE;Pregão;1584250500003202000082;30 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,20778E+13;JOSE DANTAS DINIZ FILHO;FRASCO 500,00 ML;8,4;200;1
6;13;10293;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170078;SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA;Dispensa de Licitação;1700780600006202000001;10 Mar 2020;2020;Mar 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;380018; ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL;ALCOOL ETILICO;3,4347E+13;AGOS B2G COMERCIAL E SERVICOS EM LICITACOES EIRELI;FRASCO 500,00 ML;8,5;1100;1
283;450;196986;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;789310;CAPITANIA DOS PORTOS DE SAO PAULO;Dispensa de Licitação;7893100600015202000002;23 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,73253E+13;R F DEMORE SERVICOS;FRASCO 500,00 ML;8,5;204;1
267;410;161973;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160413;COMANDO DA 3ª DIV DO EX - BASE ADM DA GUAR SM;Pregão;1604130500011202000034;28 Abr 2020;2020;Abr 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;8,7175E+13;PROQUILL PRODUTOS QUIMICOS DE LIMPEZA LTDA;FRASCO 500,00 ML;8,5;12318;1
146;229;59810;30000;MINISTERIO DA JUSTICA;30108;DEPARTAMENTO DE POLICIA FEDERAL;200372;SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL- RS;Pregão;2003720500003202000001;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;1,86838E+13;DELCIO DELMAR RAMBO EIRELI;FRASCO 500,00 ML;8,52;4800;1
278;438;192635;52000;MINISTERIO DEFESA;52131;COMANDO DA MARINHA;785810;CENTRO DE INTEND.DA MARINHA EM RIO GRANDE;Pregão;7858100500007202000003;06 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;9,27689E+12;ALPHA HIGIENE E LIMPEZA EIRELI;FRASCO 500,00 ML;8,55;2340;1
112;179;10603;25000;MINISTERIO DA ECONOMIA;25000;MINISTERIO DA ECONOMIA;170085;SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MG;Dispensa de Licitação;1700850600017202000003;12 Mai 2020;2020;Mai 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,58977E+13;BELCLIPS DISTRIBUIDORA LTDA;FRASCO 500,00 ML;8,59;1631;1
265;408;161732;52000;MINISTERIO DEFESA;52121;COMANDO DO EXERCITO;160411;7 BATALHAO DE INFANTARIA BLINDADO/RS;Dispensa de Licitação;1604110600019202000002;20 Abr 2020;2020;Abr 2020;6505;DROGAS E MEDICAMENTOS;EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO;NAO SE APLICA;269943; ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL;ALCOOL ETILICO;2,38742E+13;MARCELA MARTINS DOS SANTOS 00657527084;FRASCO 500,00 ML;8,75;200;1
151;240;64352;30000;MINISTERIO DA JUSTICA;30911;FUNDO NACIONAL DE SEGURANCA PUBLICA;200331;SECRETARIA NACIONAL DE SEGURANCA PUBLICA;Dispensa de Licitação;2003310600005202000006;05 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,1383E+13;GENERAL COSMETICOS NEGOCIOS E LOGISTICA LTDA;FRASCO 500,00 ML;8,85;998979;1
152;241;64358;30000;MINISTERIO DA JUSTICA;30911;FUNDO NACIONAL DE SEGURANCA PUBLICA;200331;SECRETARIA NACIONAL DE SEGURANCA PUBLICA;Dispensa de Licitação;2003310600006202000006;05 Mai 2020;2020;Mai 2020;7930;COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO;EQUIPAMENTOS E MATERIAIS PARA LIMPEZA;NAO SE APLICA;429225; ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%;ALCOOL ETILICO LIMPEZA DE AMBIENTES;1,1383E+13;GENERAL COSMETICOS NEGOCIOS E LOGISTICA LTDA;FRASCO 500,00 ML;8,85;998979;1
