"";"cod_orgao_sup";"nm_orgao_sup";"cod_orgao";"nm_orgao";"cod_unidade";"nm_unidade";"modalidade_compra";"id_item_compra";"dia";"ano";"mes";"cod_classe_material";"nm_classe_material";"grupo_material";"grupo_servico";"cod_material_serv";"desc_material_serv";"padrao_desc_material";"cnpj_fornecedor";"nm_fornecedor";"unidade_fornecimento";"valor_unitario";"qtde_ofertada";"ind_pandemia"
"319";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160183;"72 BATALHAO DE INFANTARIA MOTORIZADO";"Pregão";1,6018305000102e+21;"11 Nov 2019";2019;"Nov 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244273;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";8,72466e+12;"AYRES MAIA COMERCIO LTDA";"FRASCO 500,00 ML";4,99;500;0
"320";22000;"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";22211;"COMPANHIA NACIONAL DE ABASTECIMENTO";135345;"CONAB/SUPERINTENDêNCIA REGIONAL DO PIAUI";"Pregão";1,3534505000022e+21;"17 Abr 2019";2019;"Abr 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";311410;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,65498e+13;"DISTRIBUIDORA DE ALIMENTOS SAO JUDAS TADEU LTDA";"FRASCO 500,00 ML";4,99;240;0
"321";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160081;"23 ESQUADRAO DE CAVALARIA DE SELVA";"Pregão";1,6008105000042e+21;"04 Set 2018";2018;"Set 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";347138;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL HIDRATADO, CONCENTRACAO:46deg A 65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,69821e+13;"AGNUS COMERCIO ATACADISTA VAREJISTA E REPRESENTACOES LTDA";"FRASCO 500,00 ML";4,99;1000;0
"322";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160545;"HOSPITAL DA G. S. GABRIEL DA CACHOEIRA";"Pregão";1,6054505000082e+21;"05 Jun 2018";2018;"Jun 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,70667e+12;"MEDPLUS COMERCIO DE ARTIGOS MEDICOS LTDA";"FRASCO 500,00 ML";5;788;0
"323";26000;"MINISTERIO DA EDUCACAO";26443;"EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES";155910;"HOSPITAL UNIV. MONS. JOÃO B. DE CARVALHO D.";"Pregão";1,5591005000362e+21;"27 Nov 2019";2019;"Nov 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,65558e+13;"NORDPELL DISTRIBUIDORA DE MATERIAIS HIGIENICOS LTDA";"FRASCO 500,00 ML";5;1000;0
"324";26000;"MINISTERIO DA EDUCACAO";26406;"INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO";158428;"IFES - CAMPUS IBATIBA";"Pregão";1,5842805000062e+21;"16 Out 2018";2018;"Out 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";395734;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, APLICACAO:LIMPEZA, CARACTERISTICAS ADICIONAIS:NEUTRO, CONCENTRACAO:73%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";4,83283e+12;"DELTA PACK COMERCIAL EIRELI";"FRASCO 500,00 ML";5;362;0
"325";36000;"MINISTERIO DA SAUDE";36000;"MINISTERIO DA SAUDE";257051;"DISTRITO SANIT.ESP.INDÍGENA - LESTE RR";"Pregão";2,5705105000022e+21;"19 Mar 2019";2019;"Mar 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,79975e+13;"T H S FARIAS E SILVA";"FRASCO 500,00 ML";5;10460;0
"326";99900;"REPUBLICA FEDERATIVA DO BRASIL";95420;"ESTADO DE SAO PAULO";925203;"PMSP - DIR. REG. EDUC. - SÃO MIGUEL";"Pregão";9,2520305000082e+21;"30 Out 2018";2018;"Out 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";8,21177e+12;"P.H.O. PRODUTOS HOSPITALARES E ODONTOLOGICOS EIRELI";"FRASCO 500,00 ML";5,01;1600;0
"327";26000;"MINISTERIO DA EDUCACAO";26443;"EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES";155180;"HOSP ENS DR WASHINGTON ANTONIO BARROS";"Pregão";1,5518005000132e+21;"14 Nov 2019";2019;"Nov 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,65486e+12;"INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA";"FRASCO 500,00 ML";5,01;830;0
"328";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160536;"61. BATALHAO DE INFANTARIA DE SELVA-MEX/AC";"Pregão";1,6053605000232e+21;"04 Mai 2018";2018;"Mai 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";244273;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:GEL SANITIZANTE, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65%, ODOR:EUCALIPTO";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,87195e+13;"CHARLEI BONI";"FRASCO 500,00 ML";5,03;3000;0
"329";99900;"REPUBLICA FEDERATIVA DO BRASIL";97400;"DISTRITO FEDERAL";926119;"SECRETARIA DE ESTADO DE SAÚDE - GDF";"Pregão";9,2611905004702e+21;"19 Fev 2019";2019;"Fev 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";4,65486e+12;"INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA";"FRASCO 500,00 ML";5,06;17991;0
"330";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70004;"TRIBUNAL REGIONAL ELEITORAL DO PARA";"Pregão";7,00040500019202e+20;"01 Jul 2019";2019;"Jul 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,08899e+13;"IDEAL COMERCIO DE GENEROS ALIMENTICIOS EIRELI";"FRASCO 500,00 ML";5,0614;1800;0
"331";40000;"MINISTéRIO DO TRABALHO E PREVIDêNCIA SOCIAL";40000;"MINISTéRIO DO TRABALHO E PREVIDêNCIA SOCIAL";400066;"SUPERINTENDÊNCIA REG. DO TRABALHO E EMPREGO";"Pregão";4,0006605000072e+21;"16 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";3,5951e+13;"C J M UTILIDADES LTDA";"FRASCO 500,00 ML";5,07;250;0
"332";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160438;"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA/RS";"Pregão";1,6043805000012e+21;"04 Dez 2018";2018;"Dez 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";8,76699e+12;"METHABIO FARMACEUTICA DO BRASIL LTDA";"FRASCO 500,00 ML";5,08;3700;0
"333";33000;"MINISTERIO DA PREVIDENCIA SOCIAL";37202;"INSTITUTO NACIONAL DO SEGURO SOCIAL";510178;"GERENCIA REGIONAL EM SÃO PAULO";"Pregão";5,1017805000032e+21;"22 Jul 2019";2019;"Jul 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,56313e+13;"LUTAR DISTRIBUIDORA DE PRODUTOS DE LIMPEZA EIRELI";"FRASCO 500,00 ML";5,1;4360;0
"334";26000;"MINISTERIO DA EDUCACAO";26443;"EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES";155013;"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"Pregão";1,5501305000062e+21;"22 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";6,87963e+12;"CINORD INDUSTRIA FARMACEUTICA LTDA";"FRASCO 500,00 ML";5,1;45000;0
"335";26000;"MINISTERIO DA EDUCACAO";26431;"INST.FED.DE EDUC., CIENC.E TECNOLOGIA PIAUí";158361;"INST.FED.DE ED.,CIENC.E TEC.DO PIAUÍ";"Pregão";1,5836105000012e+21;"08 Mai 2018";2018;"Mai 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,87178e+13;"MERCADINHO SANTANA LTDA";"FRASCO 500,00 ML";5,11;1800;0
"336";52000;"MINISTERIO DEFESA";52131;"COMANDO DA MARINHA";786810;"CENTRO DE INTENDENCIA DA MARINHA EM LADARIO";"Pregão";7,8681005000202e+21;"07 Dez 2018";2018;"Dez 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,45955e+13;"MS SAUDE DISTRIBUIDORA DE MATERIAL HOSPITALAR LTDA";"FRASCO 500,00 ML";5,13;850;0
"337";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70005;"TRIBUNAL REGIONAL ELEITORAL DO MARANHAO";"Pregão";7,00050500009202e+20;"03 Jun 2019";2019;"Jun 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,13906e+13;"N R SAMPAIO SOUSA E CIA LTDA";"FRASCO 500,00 ML";5,13;496;0
"338";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160237;"CENTRO DE AVALIAÇÃO DO EXÉRCITO";"Dispensa de Licitação";1,6023706000572e+21;"11 Out 2018";2018;"Out 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";380018;" ALCOOL ETILICO, TEOR ALCOOLICO:70% V/V, COMPOSICAO BASICA:COM EMOLIENTE, FORMA FARMACEUTICA:GEL";"ALCOOL ETILICO";1,51307e+13;"NELSON BENTO RIBEIRO";"FRASCO 500,00 ML";5,15;200;0
"339";26000;"MINISTERIO DA EDUCACAO";26231;"UNIVERSIDADE FEDERAL DE ALAGOAS";153037;"UNIVERSIDADE FEDERAL DE ALAGOAS";"Pregão";1,5303705000252e+21;"16 Mai 2019";2019;"Mai 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,43767e+13;"P GALVÃO DISTRIBUIDORA DE ALIMENTOS EIRELI";"FRASCO 500,00 ML";5,17;1750;0
"340";99900;"REPUBLICA FEDERATIVA DO BRASIL";95420;"ESTADO DE SAO PAULO";925218;"PMSP - COORDENAÇÃO DE VIGILÂNCIA EM SAÚDE";"Pregão";9,2521805000072e+21;"15 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,38664e+13;"HOSPBOX DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";5,17;1434;0
"341";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160296;"COMANDO BRIGADA INFANTARIA PARAQUEDISTA/RJ";"Pregão";1,6029605000232e+21;"31 Jan 2019";2019;"Jan 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,4166e+13;"DIRECTA MED MATERIAL HOSPITALAR E MEDICAMENTOS LTDA";"FRASCO 500,00 ML";5,2;1000;0
"342";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70029;"TRIBUNAL REGIONAL ELEITORAL/AP";"Pregão";7,00290500024202e+20;"23 Jan 2020";2020;"Jan 2020";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";311410;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, COMPOSICAO:HIDROALCOOLICA, APARENCIA VISUAL:GEL, APLICACAO:PRODUTO LIMPEZA DOMESTICA, CONCENTRACAO:65deg INPM";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";3,46426e+13;"A. N. GOMES EIRELI";"FRASCO 500,00 ML";5,2;228;0
"343";30000;"MINISTERIO DA JUSTICA";30907;"FUNDO PENITENCIARIO NACIONAL";200333;"DEPARTAMENTO PENITENCIARIO NACIONAL";"Pregão";2,0033305000062e+21;"20 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,07474e+13;"EMEDCAL COMERCIO DE PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";5,22;400;0
"344";30000;"MINISTERIO DA JUSTICA";30907;"FUNDO PENITENCIARIO NACIONAL";200333;"DEPARTAMENTO PENITENCIARIO NACIONAL";"Pregão";2,0033305000062e+21;"20 Mar 2018";2018;"Mar 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,07474e+13;"EMEDCAL COMERCIO DE PRODUTOS HOSPITALARES LTDA";"FRASCO 500,00 ML";5,22;950;0
"345";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70023;"TRIBUNAL REGIONAL ELEITORAL DE GOIAS";"Pregão";7,00230500020202e+20;"08 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";2,52874e+12;"COPEL COMERCIAL DE PECAS LTDA";"FRASCO 500,00 ML";5,23;5000;0
"346";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160173;"MEX/31.BATALHAO DE INFANTARIA MOTORIZADO/PB";"Pregão";1,6017305000042e+21;"21 Out 2019";2019;"Out 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,07649e+13;"PROLIMP PRODUTOS E SERVIÇOS EIRELI";"FRASCO 500,00 ML";5,24;400;0
"347";24000;"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";24000;"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";240101;"MCT-COORD. GERAL DE RECURSOS LOGÍSTICOS/DF";"Pregão";2,4010105000012e+21;"08 Mar 2018";2018;"Mar 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,04252e+13;"N. B. DISTRIBUIDORA E IMPORTADORA DE PRODUTOS E EQUIPAMENTOS EIRELI";"FRASCO 500,00 ML";5,24;600;0
"348";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70028;"TRIBUNAL REGIONAL ELEITORAL/RR";"Pregão";7,00280500036202e+20;"20 Set 2018";2018;"Set 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,63185e+12;"J R PRODUTOS, EQUIPAMENTOS E UTILIDADES LTDA";"FRASCO 500,00 ML";5,26;960;0
"349";28000;"MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR";30203;"INST.NAC. DE METROLOGIA, NORMAL.E QUAL.IND.";183039;"SUPERINTENDENCIA DO INMETRO NO ESTADO DO RS";"Pregão";1,8303905000062e+21;"16 Jul 2018";2018;"Jul 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";2,16926e+13;"NICK LIMPEZA E HIGIENE EIRELI";"FRASCO 500,00 ML";5,3;300;0
"350";14000;"JUSTICA ELEITORAL";14000;"JUSTICA ELEITORAL";70010;"TRIBUNAL REGIONAL ELEITORAL DE PERNAMBUCO";"Pregão";7,00100500006202e+20;"04 Set 2019";2019;"Set 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,00474e+12;"NORLUX LTDA";"FRASCO 500,00 ML";5,3;200;0
"351";52000;"MINISTERIO DEFESA";52121;"COMANDO DO EXERCITO";160033;"19 BATALHAO DE CACADORES";"Pregão";1,6003305000082e+21;"11 Jan 2019";2019;"Jan 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";5,9329e+12;"MEYOR'S DO BRASIL LTDA";"FRASCO 500,00 ML";5,3;5590;0
"352";26000;"MINISTERIO DA EDUCACAO";26417;"INST.FED.DE EDUC.,CIENC.E TEC. DA PARAIBA";158279;"INST.FED.DA PARAIBA/CAMPUS SOUSA";"Pregão";1,5827905000082e+21;"25 Nov 2019";2019;"Nov 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";3,18602e+13;"THIAGO GOMES BARBOSA COMERCIO";"FRASCO 500,00 ML";5,31;500;0
"353";52000;"MINISTERIO DEFESA";52111;"COMANDO DA AERONAUTICA";120644;"GRUPAMENTO DE APOIO DE CURITIBA";"Pregão";1,2064405000852e+21;"17 Dez 2018";2018;"Dez 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";1,64851e+12;"PKB PRODUTOS QUIMICOS LTDA";"FRASCO 500,00 ML";5,35;800;0
"354";36000;"MINISTERIO DA SAUDE";36201;"FUNDACAO OSWALDO CRUZ";254421;"INSTITUTO AGGEU MAGALHAES - FIOCRUZ/PE";"Pregão";2,5442105000272e+21;"20 Ago 2018";2018;"Ago 2018";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";4,00474e+12;"NORLUX LTDA";"FRASCO 500,00 ML";5,35;400;0
"355";26000;"MINISTERIO DA EDUCACAO";26443;"EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES";155180;"HOSP ENS DR WASHINGTON ANTONIO BARROS";"Pregão";1,5518005000012e+21;"21 Ago 2018";2018;"Ago 2018";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";4,00474e+12;"NORLUX LTDA";"FRASCO 500,00 ML";5,39;750;0
"356";99900;"REPUBLICA FEDERATIVA DO BRASIL";93520;"ESTADO DE RONDONIA";980001;"PREF.MUN.DE GUAJARA-MIRIM";"Pregão";9,8000105000022e+21;"05 Jul 2019";2019;"Jul 2019";7930;"COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO";"EQUIPAMENTOS E MATERIAIS PARA LIMPEZA";"NAO SE APLICA";429225;" ALCOOL ETILICO LIMPEZA DE AMBIENTES, TIPO:ETILICO HIDRATADO, CARACTERISTICAS ADICIONAIS:GEL, CONCENTRACAO:70%";"ALCOOL ETILICO LIMPEZA DE AMBIENTES";3,13459e+13;"PRIME COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA EIRELI";"FRASCO 500,00 ML";5,4;1540;0
"357";26000;"MINISTERIO DA EDUCACAO";26431;"INST.FED.DE EDUC., CIENC.E TECNOLOGIA PIAUí";158361;"INST.FED.DE ED.,CIENC.E TEC.DO PIAUÍ";"Pregão";1,5836105000022e+21;"05 Set 2019";2019;"Set 2019";6505;"DROGAS E MEDICAMENTOS";"EQUIPAMENTOS E ARTIGOS PARA USO MEDICO, DENTARIO E VETERINA-RIO";"NAO SE APLICA";269943;" ALCOOL ETILICO, TIPO:HIDRATADO, TEOR ALCOOLICO:70%_(70degGL), APRESENTACAO:GEL";"ALCOOL ETILICO";6,35058e+13;"ROBEVALDO ALVES LIMA";"FRASCO 500,00 ML";5,4;930;0
